trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
218,False,"{'a': 0.5, 'e': 0.4550000000000106}",20,0,-17.50646759097226,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.4525000000000106}",20,0,-83.46354445949399,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.4500000000000106}",25,2,-13.677861377542738,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.4475000000000106}",20,5,-32.9802015455696,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.4450000000000106}",30,0,-52.3834479564161,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.4425000000000106}",20,0,-20.187846396294237,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.4400000000000106}",30,0,-26.26049285706614,"{0: 25, 1: 4, 2: 0, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.4375000000000106}",20,4,-32.20607120624307,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.4350000000000106}",25,0,-99.86488149335788,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.4325000000000106}",30,15,-15.912819082184011,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.4300000000000106}",30,14,-76.48412708683384,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.4275000000000106}",20,0,-63.86775465834446,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.4250000000000106}",20,8,-19.056504867252468,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.4225000000000106}",25,0,-28.148181992562442,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.4200000000000106}",20,0,-24.517477243722134,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.4175000000000106}",20,8,-46.01583639068359,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.4150000000000106}",25,3,5.82300513740425,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.4125000000000106}",35,21,-53.833795416000804,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.4100000000000106}",30,12,31.519909544165145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.4075000000000106}",20,0,-87.41178635347009,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.4050000000000106}",20,0,-16.823465288679195,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.40250000000001057}",20,0,-39.96600179174979,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.40000000000001057}",25,0,-39.470398437120046,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.39750000000001057}",20,9,-1.9340780887208768,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.39500000000001056}",30,13,5.132724061460737,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.39250000000001056}",20,0,-45.13438602431021,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.39000000000001056}",20,8,15.24680947977254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.38750000000001056}",35,10,-15.029551369578371,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.38500000000001056}",25,0,24.205680217423584,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.38250000000001055}",35,12,-56.21545615181243,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.38000000000001055}",25,1,-57.89504596724721,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.37750000000001055}",20,0,15.602694965052669,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.37500000000001055}",25,0,1.0064134260933673,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.37250000000001054}",20,0,-66.12883990800432,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.37000000000001054}",25,0,-55.43982047142984,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.36750000000001054}",30,0,22.804969872249853,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.36500000000001054}",25,4,35.64207891706316,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.36250000000001054}",25,0,-18.063326276612226,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.36000000000001053}",25,12,24.191346868763027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.35750000000001053}",20,0,-14.657740965416998,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.35500000000001053}",20,3,24.393450663310418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.3525000000000105}",30,17,12.28610296071934,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.3500000000000105}",20,3,-17.533545437711922,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.3475000000000105}",35,17,23.265211202090455,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.3450000000000105}",25,13,-35.403027267657265,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.3425000000000105}",25,2,-11.305213232576662,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.3400000000000105}",20,0,11.017158182979717,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.3375000000000105}",25,15,3.705412881804576,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.3350000000000105}",20,0,3.81336329214378,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.3325000000000105}",25,19,10.317067885251685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.3300000000000105}",35,0,-43.25529860631373,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.3275000000000105}",20,16,8.04878020426787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.3250000000000105}",30,0,-58.85314780349776,"{0: 23, 1: 2, 2: 2, 3: 3, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.3225000000000105}",30,9,-23.889767184655643,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.3200000000000105}",20,0,-56.866989447374934,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.3175000000000105}",20,5,10.659573686210033,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.3150000000000105}",25,0,-61.73247152566808,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.3125000000000105}",30,10,35.486158612409035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.3100000000000105}",35,14,12.487687256449677,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.3075000000000105}",20,0,-26.055766750552387,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.3050000000000105}",25,7,4.355432424331216,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.3025000000000105}",25,2,31.700748519989677,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.3000000000000105}",30,8,-42.3887247941046,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.2975000000000105}",25,12,-0.42701782594854976,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.2950000000000105}",20,8,9.11737812544949,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.2925000000000105}",20,13,1.32330647189952,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.29000000000001047}",20,0,0.32747391933022674,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.28750000000001047}",25,0,29.026469927850215,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.28500000000001047}",20,14,7.243958680132807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.28250000000001046}",25,0,-95.16572284710766,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.28000000000001046}",20,8,12.175424089071688,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.27750000000001046}",20,2,12.81620843078105,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.27500000000001046}",20,0,14.817712465557095,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.27250000000001046}",25,0,7.532234992628468,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.27000000000001045}",20,0,-14.735689343062878,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.26750000000001045}",30,13,-21.89285739226958,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.26500000000001045}",30,0,-47.67452604892554,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.26250000000001045}",20,9,-42.402284329537245,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.26000000000001044}",25,12,13.125464257539672,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.25750000000001044}",20,10,-23.750237152426983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.25500000000001044}",25,0,-6.229934357766926,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.25250000000001044}",20,10,21.355365347570835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.25000000000001044}",20,0,-30.758048987446063,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.24750000000001043}",20,12,16.03219911193194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.24500000000001043}",20,7,20.77848609784701,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.24250000000001043}",20,6,-10.568763683901874,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.24000000000001043}",20,8,24.008027595871315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.23750000000001042}",25,0,-30.32540841559522,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.23500000000001042}",25,16,-26.1769168121009,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.23250000000001042}",30,20,17.641580176543737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.23000000000001042}",25,0,-34.4591229226367,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.22750000000001042}",20,4,-31.297421637380094,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.22500000000001041}",25,4,33.098571385355,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.2225000000000104}",20,12,0.7203069879169222,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.2200000000000104}",30,15,11.255709630441503,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.2175000000000104}",20,13,15.259613955325024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.2150000000000104}",25,4,24.96609250714796,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.2125000000000104}",20,3,29.610223159545207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.2100000000000104}",25,2,-0.11581450686385097,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2075000000000104}",25,13,9.04647328102432,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.2050000000000104}",30,20,5.929522302078302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.2025000000000104}",25,0,-2.1474691336665934,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.2000000000000104}",25,12,-9.47899872546613,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.1975000000000104}",20,4,-34.62590317889974,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.1950000000000104}",20,12,15.634419500496463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19250000000001039}",25,14,22.915263640422825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19000000000001038}",25,8,13.259606052447136,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.18750000000001038}",30,0,30.335179138360353,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.18500000000001038}",20,13,13.657487290372487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.18250000000001038}",20,0,19.089556535483467,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.18000000000001037}",30,16,19.21520615755241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.17750000000001037}",25,15,17.04203272705496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.17500000000001037}",20,7,26.000529750013254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.17250000000001037}",20,0,-24.018651647760176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.17000000000001037}",20,0,29.145566856577954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.16750000000001036}",20,0,5.947734710800251,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.16500000000001036}",20,0,-14.062448901591523,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.16250000000001036}",30,13,-12.004814581714284,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.16000000000001036}",20,12,7.870108764683842,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.15750000000001035}",20,8,8.320538148639596,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.15500000000001035}",20,0,-81.79296891462687,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.15250000000001035}",20,0,28.896074774273934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.15000000000001035}",20,5,16.951151558153555,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.14750000000001035}",25,17,2.2179143100964,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.14500000000001034}",25,0,-1.1459717727308054,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.14250000000001034}",25,0,1.1077233619120763,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.14000000000001034}",25,2,19.36358172446328,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.13750000000001034}",25,8,17.758348375538894,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.13500000000001033}",20,5,17.131666994015777,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.13250000000001033}",25,14,17.078740637048575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.13000000000001033}",20,10,19.480158752967878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.12750000000001033}",25,12,22.11696702789061,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.12500000000001033}",25,0,35.76862036460666,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.12250000000001032}",20,11,17.26005489622089,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.12000000000001032}",20,8,14.993117447644387,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.11750000000001032}",25,5,34.35400415515741,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.11500000000001032}",20,10,6.58158329296014,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.11250000000001031}",25,9,27.626504113980285,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.11000000000001031}",30,15,25.183402046806357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.10750000000001031}",20,0,32.33723587691474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.10500000000001031}",20,11,-25.187338750606234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.5, 'e': 0.1025000000000103}",25,9,28.30228324263953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.1000000000000103}",25,3,23.91682985143612,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.0975000000000103}",25,17,16.720268153197335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.0950000000000103}",25,7,-16.799718769580107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.0925000000000103}",30,15,29.24227564617966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.0900000000000103}",20,16,8.721091149752702,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.08750000000001029}",30,7,-14.543829557639205,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.08500000000001029}",20,9,18.154446932038102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.08250000000001029}",20,6,24.224317034623684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.08000000000001029}",25,3,34.22503150316718,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.07750000000001028}",20,2,15.921298173437608,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.07500000000001028}",20,6,9.43205383091003,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.07250000000001028}",20,14,10.961854724273637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.07000000000001028}",20,2,27.38791433229536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.06750000000001027}",20,6,19.897222038691332,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.06500000000001027}",20,6,23.747489897521483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.06250000000001027}",25,15,19.95181778127315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.06000000000001027}",25,0,25.304557945064627,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.057500000000010265}",25,15,22.910150829358347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.05500000000001026}",20,16,7.252913871072409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.05250000000001026}",20,13,12.437770917346182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.05000000000001026}",25,0,38.75604646404248,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.047500000000010256}",20,15,9.980341264173708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.045000000000010254}",20,10,17.700283268597946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.04250000000001025}",25,10,28.5745587212664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.04000000000001025}",25,16,11.162353572179908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.03750000000001025}",20,15,8.587524626369223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.035000000000010245}",25,15,17.564387904242494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.03250000000001024}",20,10,21.255083208395625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.030000000000010244}",25,0,29.659770075337406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.027500000000010245}",20,0,32.59984987040131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.025000000000010247}",25,19,9.166502109160021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.022500000000010248}",20,10,19.19043841071288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.02000000000001025}",25,2,33.73380868349879,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.01750000000001025}",25,0,43.03191261464361,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.01500000000001025}",25,6,-13.39361977185694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.01250000000001025}",20,0,17.90737336289643,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.010000000000010249}",20,10,19.319547151445217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.0075000000000102485}",20,0,-15.072451285847322,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1,True,"{'a': 0.5, 'e': 0.005000000000010248}",20,3,30.914478798722925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,2,31.694572988155304,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,0,32.72214504488674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",20,7,21.60680485816193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,0,35.21785454623056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
